,title,year,genre,score,review
0,"장화, 홍련",2003,"공포, 스릴러",10," 10년이 지나도 잊혀지지 않는 명작..공포영화는 못보지만 유일하게 이것만은 본..귀신나오는 장면은 아직도 무섭지만, 전체적으로 무서움보다 슬프고 아름다움의 비중이 더 큰 영화란 생각이 든다 여튼 여운도 길었고..정말... "
1,"장화, 홍련",2003,"공포, 스릴러",10, 김갑수 염정아 문근영 임수정 최고의 연기자들의 모임이런 한국공포영화가 다시 나올수 있을까? 
2,"장화, 홍련",2003,"공포, 스릴러",10, 염정아 연기 개잘함 !! 
3,"장화, 홍련",2003,"공포, 스릴러",10, 김지운은 음악을 잘고르는듯달콤한인생도 그렇고 음악이 정말...선호하는 음향감독이라도 따로있나? 
4,"장화, 홍련",2003,"공포, 스릴러",10, 마지막 '돌이킬 수 없는 걸음'이 나올 때 휘몰아치는 여운은 정말 최고였다 
5,"장화, 홍련",2003,"공포, 스릴러",10, 결국 애초에 아부지가 문제야... 
6,"장화, 홍련",2003,"공포, 스릴러",10, 영화가 끝나고 나서도 한참동안 여운을 주는 완성도 높은작품이다. 배경음악과 세련된 영상과의 조화가 인상깊다. 또한 내용면에서도 다른 공포영화와는 구별되는데?이 영화는 약간 절제된 듯 공포감을 느끼게 했다. 국내 공포... 
7,"장화, 홍련",2003,"공포, 스릴러",10, 목이 안날라가고 피가 안튀기더라도내 심장을 쪼그라들게 만드는 우아한 공포물 
8,"장화, 홍련",2003,"공포, 스릴러",10, 수미가 뒤돌아 갈대밭을 걸어가는 씬은 마치 사진처럼 남아있다. 
9,"장화, 홍련",2003,"공포, 스릴러",10, 우리나라 영화중 이만한 반전영화는 없다 생각함 
10,"장화, 홍련",2003,"공포, 스릴러",10," 하나 둘씩 이해하면 할수록 더없이 슬퍼지는 영화. 영화속 적막함, 어두움, 원귀, 공포등이 결국 결말엔 모두 슬픔의 파도로 밀려왔다 "
11,"장화, 홍련",2003,"공포, 스릴러",10," 한국산 공포 스릴러 수작 중 몇 안되는 작품. 특히나 영상과 효과음이 긴장감을 배가시키고, 돌이 킬 수 없는 걸음이라는 배경음악은 영화가 끝나고도 계속 귓가에 맴돈다. "
12,"장화, 홍련",2003,"공포, 스릴러",9, 컨저링 보다 더 무서운 영화임 
13,"장화, 홍련",2003,"공포, 스릴러",10, 동생을 지키지 못했다는 죄책감 때문에 스스로를 아프게 할 수밖에 없었던 수연이를 보자니 너무 가슴이 쓰렸다. 정말 슬프고 아름다웠던 영화. 엔딩에 '돌이킬 수 없는 걸음'이 나올 땐 여운이 휘몰아쳤다.... 
14,"장화, 홍련",2003,"공포, 스릴러",9, 12세 관람가로 이정도 공포영화 만들 수 있는 감독 지금도 거의 없다 봐도 된다. 공포영화 흥행기록 314만? 아직도 안깨진 걸로 앎. 이와 별개로 OST 돌이킬 수 없는 걸음은 영화와 역대급 케미 터짐. 진짜 개좋... 
15,"장화, 홍련",2003,"공포, 스릴러",9, 염정아의 연기력이 이 정도일줄이야.. 
16,"장화, 홍련",2003,"공포, 스릴러",10, 미장센 폭발... ost 폭발... 공포영화로서도 겁나 무섭고 여운이 많이 남음... 마지막 장면에선 남아있는 긴장감과 슬픔과 ost에 카타르시스가 일었다. 
17,"장화, 홍련",2003,"공포, 스릴러",10," 그때 영화를 보고 난후, 한국에도 이런 영화가 가능하구나... 하고 한동안 말문이 막혀있었다. "
